1,-121.913666,37.292952
2,-121.913766,37.29295
3,-121.914944,37.293288
4,-121.913766,37.29347
5,-121.29184,37.052344
6,-121.293841,37.077143
7,-121.294744,37.06566
8,-121.2948,37.065623
9,-121.915228,37.293342
10,-121.28864,37.051044
11,-121.834106,37.288243
12,-121.834166,37.287577
13,-121.29084,37.050944
14,-121.833963,37.288242
15,-121.83422,37.287158
16,-121.253668,37.146978
17,-121.233316,37.143549
18,-121.23244,37.140354
19,-121.232237,37.139859
20,-121.232039,37.134041
21,-121.232139,37.131641
22,-121.233039,37.131341
23,-121.231339,37.124641
24,-121.229139,37.112342
25,-121.228703,37.105422
26,-121.230068,37.102798
27,-121.230052,37.100842
28,-121.230788,37.096787
29,-121.233504,37.095581
30,-121.238375,37.093416
31,-121.243644,37.090739
32,-121.243989,37.090393
33,-121.244409,37.089973
34,-121.240163,37.086144
35,-121.235493,37.086234
36,-121.233174,37.084845
37,-121.23088,37.083137
38,-121.227612,37.080941
39,-121.223438,37.075343
40,-121.220982,37.072824
41,-121.221238,37.067344
42,-121.224038,37.066444
43,-121.226138,37.065944
44,-121.247971,37.056509
45,-121.25351,37.063031
46,-121.254139,37.053844
47,-121.263539,37.047544
48,-121.27344,37.065244
49,-121.289941,37.082143
50,-121.287341,37.090743
51,-121.233339,37.137241
52,-121.287441,37.091343
53,-121.289041,37.096343
54,-121.291141,37.098143
55,-121.293641,37.099843
56,-121.293441,37.105342
57,-121.300641,37.107842
58,-121.304942,37.111042
59,-121.30905,37.112503
60,-121.30833,37.168029
61,-121.305582,37.16661
62,-121.300672,37.166273
63,-121.300308,37.166248
64,-121.29636,37.167498
65,-121.297096,37.167079
66,-121.29152,37.170337
67,-121.29142,37.170745
68,-121.290744,37.173507
69,-121.290821,37.173193
70,-121.287728,37.177367
71,-121.268443,37.169496
72,-121.275061,37.178096
73,-121.271077,37.168284
74,-121.262545,37.160212
75,-121.262498,37.160167
76,-121.262093,37.159323
77,-121.247127,37.157988
78,-121.254505,37.158673
79,-121.245722,37.157831
80,-121.24248,37.157469
81,-121.241916,37.157406
82,-121.240336,37.15723
83,-121.236008,37.150372
84,-121.236078,37.150549
85,-121.236168,37.150778
86,-121.234979,37.147763
87,-121.949403,37.395566
88,-121.950133,37.396258
89,-121.267776,37.148878
90,-121.94907,37.395809
91,-121.256275,37.14619
92,-121.29084,37.044445
93,-121.309341,37.037945
94,-121.322942,37.072044
95,-121.309219,37.099532
96,-121.292741,37.102543
97,-121.28554,37.047844
98,-121.28294,37.048144
99,-121.28964,37.046045
100,-121.225984,37.108802
101,-121.227651,37.105635
102,-121.226539,37.111242
103,-121.217339,37.123042
104,-121.217555,37.122685
105,-121.218936,37.120406
106,-121.219863,37.118877
107,-121.221339,37.116442
108,-121.221713,37.116068
109,-121.224382,37.113399
110,-121.223466,37.126813
111,-121.221908,37.126355
112,-121.220728,37.124716
113,-121.218439,37.123642
114,-121.222015,37.127212
115,-121.222711,37.130499
116,-121.228324,37.136037
117,-121.22738,37.135223
118,-121.22523,37.133466
119,-121.223136,37.131629
120,-121.22278,37.131101
121,-121.226804,37.134774
122,-121.226047,37.134145
123,-121.229605,37.1371
124,-121.231748,37.139576
125,-121.22187,37.126699
126,-121.35176,37.181951
127,-121.343759,37.17704
128,-121.334349,37.170803
129,-121.332245,37.170441
130,-121.372822,37.172739
131,-121.94776,37.39736
132,-121.948329,37.395968
133,-121.634705,37.121192
134,-121.633246,37.121753
135,-121.374008,37.171834
136,-121.374187,37.172923
137,-121.374053,37.17304
138,-121.373429,37.173705
139,-121.366716,37.179538
140,-121.363674,37.182647
141,-121.323233,37.16643
142,-121.328409,37.16595
143,-121.318908,37.167684
144,-121.318153,37.167303
145,-121.318071,37.167261
146,-121.341043,37.123642
147,-121.355945,37.161441
148,-121.371045,37.129642
149,-121.370845,37.132042
150,-121.37256,37.130321
151,-121.317871,37.167293
152,-121.317641,37.16733
153,-121.316249,37.167554
154,-121.314034,37.16791
155,-121.311644,37.170041
156,-121.331878,37.170011
157,-121.312524,37.170116
158,-121.309057,37.112002
159,-121.297752,37.106839
160,-121.276861,37.047242
161,-121.282127,37.048023
162,-121.283748,37.049166
163,-121.283411,37.049683
164,-121.284061,37.049831
165,-121.238741,37.034345
166,-121.245884,37.032621
167,-121.240238,37.032245
168,-121.248647,37.03368
169,-121.263939,37.040445
170,-121.248461,37.033488
171,-121.242409,37.021411
172,-121.235913,37.010464
173,-121.236622,37.008702
174,-121.236337,37.008346
175,-121.235504,37.005771
176,-121.234794,37.003764
177,-121.234908,37.003442
178,-121.233913,37.001415
179,-121.240137,36.997846
180,-121.242154,36.995258
181,-121.242915,36.994282
182,-121.245132,36.991437
183,-121.245437,36.991046
184,-121.224833,36.967433
185,-121.239776,36.976369
186,-121.224722,36.967297
187,-121.222689,36.965363
188,-121.221036,36.961248
189,-121.267697,36.96095
190,-121.267829,36.961156
191,-121.272239,36.967748
192,-121.289439,36.984447
193,-121.280239,36.985847
194,-121.292039,37.011146
195,-121.287677,37.00906
196,-121.287639,37.009046
197,-121.330641,37.016646
198,-121.331242,37.017105
199,-121.331275,37.021489
200,-121.327541,37.025945
201,-121.311041,37.035145
202,-121.309941,37.023545
203,-121.28974,37.045445
204,-121.28284,37.047244
205,-121.28284,37.046744
206,-121.281039,37.032545
207,-121.284939,37.026045
208,-121.286839,37.021745
209,-121.280639,37.027145
210,-121.281239,37.025745
211,-121.275139,37.041445
212,-121.258938,36.969948
213,-121.275426,37.045092
214,-121.220151,37.066316
215,-121.211937,37.065981
216,-121.211937,37.065444
217,-121.212237,37.064144
218,-121.218617,37.062985
219,-121.219776,37.061696
220,-121.223387,37.057507
221,-121.224518,37.056237
222,-121.225808,37.052071
223,-121.225111,37.044372
224,-121.224727,37.041689
225,-121.224567,37.040166
226,-121.224507,37.039743
227,-121.23063,37.038274
228,-121.231268,37.03812
229,-121.236138,37.036945
230,-121.238438,37.034345
231,-121.310741,37.037345
232,-121.221495,36.964615
233,-121.215406,36.961248
234,-121.234594,37.013169
235,-121.233337,37.011746
236,-121.235411,37.010561
237,-121.241682,37.02119
238,-121.240822,37.020216
239,-121.239165,37.018341
240,-121.237764,37.016756
241,-121.21282,37.068925
242,-121.212623,37.068883
243,-121.21963,37.06786
244,-121.21955,37.072546
245,-121.216838,37.070593
246,-121.316942,37.113842
247,-121.355244,37.110243
248,-121.360224,37.113999
249,-121.366557,37.117835
250,-121.321251,37.090683
251,-121.322041,37.033945
252,-121.325642,37.045145
253,-121.326259,37.04712
254,-121.378127,37.170151
255,-121.378173,37.170082
256,-121.408969,37.162441
257,-121.379745,37.133542
258,-121.641936,37.123463
259,-121.413947,37.161541
260,-121.94856,37.396215
261,-121.949749,37.396488
262,-121.39917,37.150223
263,-121.391163,37.150729
264,-121.40749,37.162818
265,-121.328142,37.051845
266,-121.326642,37.048345
267,-121.327342,37.055344
268,-121.330142,37.065944
269,-121.345643,37.083444
270,-121.360544,37.102543
271,-121.408646,37.110743
272,-121.32674,37.047116
273,-121.329568,37.047094
274,-121.356843,37.066844
275,-121.359844,37.076444
276,-121.367444,37.071344
277,-121.331317,37.04708
278,-121.342242,37.051945
279,-121.331295,37.023922
280,-121.334942,37.019346
281,-121.360343,37.009346
282,-121.359943,37.015546
283,-121.360743,37.009146
284,-121.37978,37.04467
285,-121.382886,37.048964
286,-121.339842,37.037045
287,-121.382944,37.049045
288,-121.397545,37.045745
289,-121.400845,37.052645
290,-121.396545,37.062045
291,-121.374444,37.053345
292,-121.382245,37.083344
293,-121.375144,37.080044
294,-121.377344,37.084044
295,-121.420746,37.044545
296,-121.423457,37.046884
297,-121.414046,37.049545
298,-121.425846,37.048945
299,-121.415146,37.082044
300,-121.419046,37.107843
301,-121.412719,37.118181
302,-121.366725,37.115234
303,-121.371444,37.110843
304,-121.365644,37.108743
305,-121.210337,37.066044
306,-121.209652,37.064948
307,-121.212346,37.068823
308,-121.209637,37.068243
309,-121.210186,37.066518
310,-121.210319,37.066101
311,-121.323941,37.033145
312,-121.332341,37.017946
313,-121.333742,37.018546
314,-121.331234,37.016053
315,-121.323441,36.979547
316,-121.334441,36.990547
317,-121.334241,36.991847
318,-121.336639,36.997482
319,-121.26799,36.960947
320,-121.338666,36.960549
321,-121.337311,36.963414
322,-121.29264,36.965248
323,-121.209049,37.063337
324,-121.213714,37.055307
325,-121.213611,37.055345
326,-121.209337,37.064444
327,-122.009769,37.404628
328,-122.009119,37.404636
329,-121.20962,37.064898
330,-121.326842,37.045845
331,-121.417747,37.149242
332,-121.414847,37.132642
333,-121.426145,37.119072
334,-121.446848,37.154042
335,-121.421075,37.214826
336,-121.436748,37.222239
337,-121.431348,37.186041
338,-121.427847,37.130542
339,-121.446048,37.153842
340,-121.447248,37.126743
341,-121.416747,37.124943
342,-121.439272,37.118189
343,-121.447448,37.120943
344,-121.481221,37.118201
345,-121.49365,37.155142
346,-121.49505,37.173241
347,-121.948198,37.397387
348,-121.468411,37.237026
349,-121.451561,37.243962
350,-121.45099,37.243215
351,-121.450482,37.24255
352,-121.449397,37.241132
353,-121.449074,37.24071
354,-121.448797,37.240347
355,-121.448711,37.240234
356,-121.448145,37.239494
357,-121.448355,37.238964
358,-121.448806,37.23782
359,-121.44794,37.236769
360,-121.446647,37.236103
361,-121.442262,37.231802
362,-121.441746,37.231127
363,-121.632439,37.11706
364,-121.630403,37.117816
365,-121.436886,37.228544
366,-121.434074,37.226449
367,-121.43295,37.22665
368,-121.427548,37.22405
369,-121.425295,37.222966
370,-121.421894,37.218208
371,-121.442412,37.231998
372,-121.443452,37.233358
373,-121.425733,37.137588
374,-121.456948,37.072245
375,-121.450748,37.079044
376,-121.466848,37.076344
377,-121.473049,37.099744
378,-121.472749,37.102244
379,-121.463448,37.103144
380,-121.422947,37.099243
381,-121.457248,37.114243
382,-121.423846,37.085444
383,-121.447448,37.096344
384,-121.440147,37.073044
385,-121.429346,37.034346
386,-121.431446,37.034246
387,-121.454047,37.034646
388,-121.465947,37.051846
389,-121.464648,37.054445
390,-121.477649,37.072245
391,-121.402127,37.035643
392,-121.405045,37.036545
393,-121.406545,37.036645
394,-121.418546,37.036146
395,-121.427746,37.034346
396,-121.366961,37.006332
397,-121.367029,37.006435
398,-121.371143,37.003146
399,-121.371943,37.006646
400,-121.382944,37.032746
401,-121.379944,37.044245
402,-121.380929,36.997099
403,-121.399465,36.962172
404,-121.949241,37.396862
405,-121.401371,36.962201
406,-121.410245,36.966548
407,-121.413945,36.969448
408,-121.414577,36.97035
409,-121.418705,36.97153
410,-121.41882,36.971639
411,-121.417172,36.973829
412,-121.422772,36.973165
413,-121.422665,36.973562
414,-121.422681,36.974264
415,-121.42558,36.97566
416,-121.430646,36.972748
417,-121.434592,36.974001
418,-121.437733,36.978529
419,-121.437704,36.978491
420,-121.950134,37.397583
421,-121.450247,36.988747
422,-121.452147,36.988847
423,-121.454347,36.987648
424,-121.467948,36.983048
425,-121.468948,36.983048
426,-121.473248,36.983448
427,-121.475148,36.983848
428,-121.481673,36.993962
429,-121.478606,36.993038
430,-121.486068,37.001236
431,-121.484248,37.000947
432,-121.486893,37.003567
433,-121.486069,37.004139
434,-121.491049,37.010047
435,-121.495422,37.016636
436,-121.486749,37.013347
437,-121.455747,37.033946
438,-121.951398,37.397829
439,-121.434246,37.033646
440,-121.425846,37.032746
441,-121.418884,37.029606
442,-121.387144,37.036445
443,-121.393544,37.023746
444,-121.398542,37.019446
445,-121.437446,37.011846
446,-121.444647,37.010947
447,-121.435446,37.008247
448,-121.41738,36.986742
449,-121.410625,36.978132
450,-121.417345,36.986747
451,-121.417431,36.986836
452,-121.418245,37.011346
453,-121.421945,37.000647
454,-121.392444,37.008346
455,-121.389144,37.004447
456,-121.391744,37.006246
457,-121.383144,36.998447
458,-121.44043,36.979816
459,-121.440306,36.981211
460,-121.448919,36.985618
461,-121.449747,36.986148
462,-121.449389,36.986685
463,-121.449116,36.988216
